Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
4.000000	0.0783425 	4.000000	0.109806  	4.000000	0.111987  	4.000000	0.111987  	4.000000	0.109752  	4.000000	5.35365e-05	
4.500000	0.0714933 	4.500000	0.0986122 	4.500000	0.101649  	4.500000	0.101649  	4.500000	0.0985641 	4.500000	4.80934e-05	
5.000000	0.0658281 	5.000000	0.0894874 	5.000000	0.0931682 	5.000000	0.0931682 	5.000000	0.0894437 	5.000000	4.36909e-05	
5.500000	0.0610583 	5.500000	0.0819046 	5.500000	0.0860763 	5.500000	0.0860763 	5.500000	0.0818645 	5.500000	4.00537e-05	
6.000000	0.056983  	6.000000	0.0755025 	6.000000	0.0800507 	6.000000	0.0800507 	6.000000	0.0754655 	6.000000	3.69959e-05	
6.500000	0.0534578 	6.500000	0.0700246 	6.500000	0.0748631 	6.500000	0.0748631 	6.500000	0.0699902 	6.500000	3.43878e-05	
7.000000	0.0503763 	7.000000	0.065284  	7.000000	0.0703463 	7.000000	0.0703463 	7.000000	0.0652519 	7.000000	3.2136e-05	
7.500000	0.0476579 	7.500000	0.0611409 	7.500000	0.0663756 	7.500000	0.0663756 	7.500000	0.0611107 	7.500000	3.01712e-05	
8.000000	0.0452408 	8.000000	0.057489  	8.000000	0.0628555 	8.000000	0.0628555 	8.000000	0.0574605 	8.000000	2.84413e-05	
8.500000	0.0430766 	8.500000	0.0542456 	8.500000	0.0597119 	8.500000	0.0597119 	8.500000	0.0542187 	8.500000	2.6906e-05	
9.000000	0.0411268 	9.000000	0.0513458 	9.000000	0.0568862 	9.000000	0.0568862 	9.000000	0.0513203 	9.000000	2.55339e-05	
9.500000	0.0393604 	9.500000	0.0487377 	9.500000	0.0543316 	9.500000	0.0543316 	9.500000	0.0487134 	9.500000	2.42999e-05	
10.000000	0.0377522 	10.000000	0.0468333 	10.000000	0.05201   	10.000000	0.05201   	10.000000	0.0468102 	10.000000	2.31839e-05	
11.000000	0.0349308 	11.000000	0.0436354 	11.000000	0.0478846 	11.000000	0.047885  	11.000000	0.0436141 	11.000000	2.12436e-05	
12.000000	0.0325348 	12.000000	0.0408691 	12.000000	0.0443949 	12.000000	0.0443956 	12.000000	0.0408495 	12.000000	1.96133e-05	
13.000000	0.030473  	13.000000	0.0384528 	13.000000	0.0414039 	13.000000	0.0414043 	13.000000	0.0384346 	13.000000	1.82235e-05	
14.000000	0.0286789 	14.000000	0.0363241 	14.000000	0.038811  	14.000000	0.038811  	14.000000	0.0363071 	14.000000	1.7024e-05	
15.000000	0.0271027 	15.000000	0.0344343 	15.000000	0.0365409 	15.000000	0.0365409 	15.000000	0.0344183 	15.000000	1.59779e-05	
16.000000	0.0257062 	16.000000	0.0327451 	16.000000	0.0345374 	16.000000	0.034537  	16.000000	0.03273   	16.000000	1.50572e-05	
17.000000	0.0244599 	17.000000	0.0312259 	17.000000	0.0327565 	17.000000	0.0327552 	17.000000	0.0312117 	17.000000	1.42403e-05	
18.000000	0.0233404 	18.000000	0.0298521 	18.000000	0.0311624 	18.000000	0.0311606 	18.000000	0.0298386 	18.000000	1.35105e-05	
19.000000	0.0223288 	19.000000	0.0286037 	19.000000	0.0297271 	19.000000	0.0297253 	19.000000	0.0285908 	19.000000	1.28544e-05	
20.000000	0.0214101 	20.000000	0.0274639 	20.000000	0.0284288 	20.000000	0.0284269 	20.000000	0.0274516 	20.000000	1.22612e-05	
21.000000	0.0205717 	21.000000	0.0264191 	21.000000	0.0272489 	21.000000	0.0272469 	21.000000	0.0264074 	21.000000	1.17222e-05	
22.000000	0.0198034 	22.000000	0.0254578 	22.000000	0.026172  	22.000000	0.0261702 	22.000000	0.0254465 	22.000000	1.12302e-05	
23.000000	0.0190966 	23.000000	0.0245701 	23.000000	0.0251858 	23.000000	0.0251839 	23.000000	0.0245593 	23.000000	1.07792e-05	
24.000000	0.018444  	24.000000	0.0237479 	24.000000	0.0242801 	24.000000	0.0242774 	24.000000	0.0237376 	24.000000	1.03644e-05	
25.000000	0.0178395 	25.000000	0.0229841 	25.000000	0.0234456 	25.000000	0.0234418 	25.000000	0.0229741 	25.000000	9.98131e-06	
27.000000	0.0167548 	27.000000	0.0216081 	27.000000	0.021958  	27.000000	0.0219531 	27.000000	0.0215988 	27.000000	9.297e-06 	
29.000000	0.0158086 	29.000000	0.0204025 	29.000000	0.020673  	29.000000	0.0206682 	29.000000	0.0203937 	29.000000	8.70341e-06	
31.000000	0.0149756 	31.000000	0.0193371 	31.000000	0.0195529 	31.000000	0.0195481 	31.000000	0.0193289 	31.000000	8.18344e-06	
33.000000	0.0142362 	33.000000	0.0183885 	33.000000	0.0185608 	33.000000	0.0185563 	33.000000	0.0183808 	33.000000	7.72406e-06	
35.000000	0.0135753 	35.000000	0.0175383 	35.000000	0.0176748 	35.000000	0.0176707 	35.000000	0.017531  	35.000000	7.31515e-06	
38.000000	0.0127051 	38.000000	0.0164161 	38.000000	0.016512  	38.000000	0.0165066 	38.000000	0.0164093 	38.000000	6.77942e-06	
41.000000	0.0119535 	41.000000	0.0154441 	41.000000	0.0155082 	41.000000	0.0155026 	41.000000	0.0154378 	41.000000	6.31916e-06	
44.000000	0.0112973 	44.000000	0.0145938 	44.000000	0.0146326 	44.000000	0.0146275 	44.000000	0.0145879 	44.000000	5.9193e-06	
47.000000	0.0107192 	47.000000	0.0138435 	47.000000	0.0138624 	47.000000	0.0138575 	47.000000	0.0138379 	47.000000	5.56857e-06	
50.000000	0.0102057 	50.000000	0.0131762 	50.000000	0.0131793 	50.000000	0.0131747 	50.000000	0.0131709 	50.000000	5.25835e-06	
55.000000	0.00946597	55.000000	0.0122139 	55.000000	0.0121973 	55.000000	0.012193  	55.000000	0.0122091 	55.000000	4.81378e-06	
60.000000	0.00884144	60.000000	0.0114007 	60.000000	0.0113704 	60.000000	0.0113662 	60.000000	0.0113962 	60.000000	4.44063e-06	
65.000000	0.00830663	65.000000	0.010704  	65.000000	0.0106647 	65.000000	0.0106598 	65.000000	0.0106999 	65.000000	4.12283e-06	
70.000000	0.00784316	70.000000	0.0101004 	70.000000	0.0100536 	70.000000	0.0100491 	70.000000	0.0100965 	70.000000	3.84878e-06	
75.000000	0.00743736	75.000000	0.00957196	75.000000	0.00951987	75.000000	0.00951562	75.000000	0.00956835	75.000000	3.60996e-06	
80.000000	0.00707889	80.000000	0.00910547	80.000000	0.00904953	80.000000	0.00904551	80.000000	0.00910207	80.000000	3.39992e-06	
85.000000	0.00675975	85.000000	0.0086905 	85.000000	0.0086318 	85.000000	0.008628  	85.000000	0.00868728	85.000000	3.21369e-06	
90.000000	0.00647368	90.000000	0.00831887	90.000000	0.00825829	90.000000	0.00825464	90.000000	0.00831582	90.000000	3.04742e-06	
95.000000	0.00621567	95.000000	0.00798407	95.000000	0.00792306	95.000000	0.00791873	95.000000	0.00798117	95.000000	2.89802e-06	
100.000000	0.0059817 	100.000000	0.00768083	100.000000	0.007619  	100.000000	0.00761486	100.000000	0.00767806	100.000000	2.76302e-06	
105.000000	0.00576847	105.000000	0.00740484	105.000000	0.00734257	105.000000	0.00733861	105.000000	0.0074022 	105.000000	2.64042e-06	
110.000000	0.0055733 	110.000000	0.00715257	110.000000	0.00709019	110.000000	0.00708637	110.000000	0.00715004	110.000000	2.52857e-06	
115.000000	0.00539391	115.000000	0.00692105	115.000000	0.00685879	115.000000	0.00685512	115.000000	0.00691863	115.000000	2.42609e-06	
120.000000	0.00522843	120.000000	0.00670781	120.000000	0.00664585	120.000000	0.00664232	120.000000	0.00670548	120.000000	2.33186e-06	
125.000000	0.00507526	125.000000	0.00651074	125.000000	0.00644927	125.000000	0.00644584	125.000000	0.0065085 	125.000000	2.24489e-06	
130.000000	0.00493304	130.000000	0.00632807	130.000000	0.00626718	130.000000	0.00626386	130.000000	0.0063259 	130.000000	2.16437e-06	
135.000000	0.00480061	135.000000	0.00615825	135.000000	0.00609799	135.000000	0.00609484	135.000000	0.00615616	135.000000	2.08961e-06	
