Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
125.000000	0.174915  	125.000000	0.174764  	125.000000	0.173951  	125.000000	0.173324  	125.000000	0.174702  	125.000000	6.16855e-05	
130.000000	0.17014   	130.000000	0.170031  	130.000000	0.169232  	130.000000	0.168608  	130.000000	0.169971  	130.000000	5.95104e-05	
135.000000	0.165691  	135.000000	0.165631  	135.000000	0.164844  	135.000000	0.164222  	135.000000	0.165574  	135.000000	5.74893e-05	
140.000000	0.161535  	140.000000	0.16153   	140.000000	0.160752  	140.000000	0.160132  	140.000000	0.161475  	140.000000	5.56062e-05	
145.000000	0.157643  	145.000000	0.157699  	145.000000	0.156927  	145.000000	0.15631   	145.000000	0.157645  	145.000000	5.38471e-05	
150.000000	0.153989  	150.000000	0.154111  	150.000000	0.153345  	150.000000	0.15273   	150.000000	0.154059  	150.000000	5.22002e-05	
155.000000	0.149872  	155.000000	0.150744  	155.000000	0.149982  	155.000000	0.149369  	155.000000	0.150693  	155.000000	5.06548e-05	
160.000000	0.146812  	160.000000	0.147577  	160.000000	0.146818  	160.000000	0.146208  	160.000000	0.147528  	160.000000	4.92017e-05	
165.000000	0.143926  	165.000000	0.144595  	165.000000	0.143838  	165.000000	0.14323   	165.000000	0.144547  	165.000000	4.78328e-05	
170.000000	0.141198  	170.000000	0.14178   	170.000000	0.141024  	170.000000	0.140419  	170.000000	0.141733  	170.000000	4.65409e-05	
175.000000	0.138616  	175.000000	0.139119  	175.000000	0.138365  	175.000000	0.137762  	175.000000	0.139074  	175.000000	4.53196e-05	
180.000000	0.136167  	180.000000	0.1366    	180.000000	0.135846  	180.000000	0.135246  	180.000000	0.136556  	180.000000	4.41631e-05	
185.000000	0.133843  	185.000000	0.134211  	185.000000	0.133458  	185.000000	0.13286   	185.000000	0.134168  	185.000000	4.30665e-05	
190.000000	0.131632  	190.000000	0.131943  	190.000000	0.131191  	190.000000	0.130595  	190.000000	0.131901  	190.000000	4.2025e-05	
195.000000	0.129528  	195.000000	0.129787  	195.000000	0.129035  	195.000000	0.128442  	195.000000	0.129746  	195.000000	4.10346e-05	
200.000000	0.127522  	200.000000	0.127735  	200.000000	0.126983  	200.000000	0.126392  	200.000000	0.127695  	200.000000	4.00916e-05	
210.000000	0.123779  	210.000000	0.123914  	210.000000	0.123161  	210.000000	0.122575  	210.000000	0.123875  	210.000000	3.83346e-05	
220.000000	0.120356  	220.000000	0.120427  	220.000000	0.119676  	220.000000	0.119093  	220.000000	0.120391  	220.000000	3.67305e-05	
230.000000	0.117212  	230.000000	0.117235  	230.000000	0.116484  	230.000000	0.115906  	230.000000	0.117199  	230.000000	3.526e-05 	
240.000000	0.114316  	240.000000	0.1143    	240.000000	0.113551  	240.000000	0.112977  	240.000000	0.114266  	240.000000	3.39069e-05	
250.000000	0.111637  	250.000000	0.111593  	250.000000	0.110848  	250.000000	0.110276  	250.000000	0.111561  	250.000000	3.26575e-05	
260.000000	0.109154  	260.000000	0.10909   	260.000000	0.108341  	260.000000	0.107779  	260.000000	0.109058  	260.000000	3.15002e-05	
270.000000	0.106845  	270.000000	0.106767  	270.000000	0.106012  	270.000000	0.105464  	270.000000	0.106736  	270.000000	3.0425e-05	
280.000000	0.104692  	280.000000	0.104606  	280.000000	0.103857  	280.000000	0.103311  	280.000000	0.104577  	280.000000	2.94234e-05	
290.000000	0.102679  	290.000000	0.102591  	290.000000	0.101848  	290.000000	0.101304  	290.000000	0.102563  	290.000000	2.8488e-05	
300.000000	0.100795  	300.000000	0.100709  	300.000000	0.0999708 	300.000000	0.0994305 	300.000000	0.100681  	300.000000	2.76124e-05	
310.000000	0.0990266 	310.000000	0.0989455 	310.000000	0.0982142 	310.000000	0.0976766 	310.000000	0.0989187 	310.000000	2.67909e-05	
320.000000	0.0973637 	320.000000	0.097291  	320.000000	0.0965668 	320.000000	0.0960319 	320.000000	0.097265  	320.000000	2.60186e-05	
330.000000	0.0957974 	330.000000	0.0957357 	330.000000	0.0950187 	330.000000	0.0944868 	330.000000	0.0957105 	330.000000	2.52912e-05	
340.000000	0.0943194 	340.000000	0.0942712 	340.000000	0.0935625 	340.000000	0.0930328 	340.000000	0.0942466 	340.000000	2.46048e-05	
350.000000	0.0929227 	350.000000	0.0928898 	350.000000	0.0921906 	350.000000	0.0916623 	350.000000	0.0928658 	350.000000	2.39561e-05	
360.000000	0.0916008 	360.000000	0.0915848 	360.000000	0.0908907 	360.000000	0.0903685 	360.000000	0.0915615 	360.000000	2.33418e-05	
370.000000	0.090348  	370.000000	0.0903503 	370.000000	0.0896584 	370.000000	0.0891455 	370.000000	0.0903276 	370.000000	2.27594e-05	
380.000000	0.0891591 	380.000000	0.0891809 	380.000000	0.088496  	380.000000	0.0879878 	380.000000	0.0891587 	380.000000	2.22064e-05	
390.000000	0.0880294 	390.000000	0.0880718 	390.000000	0.0873978 	390.000000	0.0868905 	390.000000	0.0880501 	390.000000	2.16806e-05	
400.000000	0.0869548 	400.000000	0.0870185 	400.000000	0.0863551 	400.000000	0.0858493 	400.000000	0.0869973 	400.000000	2.11801e-05	
410.000000	0.0859315 	410.000000	0.086017  	410.000000	0.0853637 	410.000000	0.08486   	410.000000	0.0859963 	410.000000	2.07029e-05	
420.000000	0.0849558 	420.000000	0.0850639 	420.000000	0.0844207 	420.000000	0.0839192 	420.000000	0.0850437 	420.000000	2.02475e-05	
430.000000	0.0840248 	430.000000	0.0841558 	430.000000	0.0835234 	430.000000	0.0830235 	430.000000	0.084136  	430.000000	1.98125e-05	
440.000000	0.0831356 	440.000000	0.0832898 	440.000000	0.0826691 	440.000000	0.0821699 	440.000000	0.0832704 	440.000000	1.93964e-05	
450.000000	0.0822854 	450.000000	0.0824631 	450.000000	0.0818531 	450.000000	0.0813557 	450.000000	0.0824441 	450.000000	1.8998e-05	
460.000000	0.0814719 	460.000000	0.0816733 	460.000000	0.0810709 	460.000000	0.0805784 	460.000000	0.0816547 	460.000000	1.86163e-05	
470.000000	0.0806929 	470.000000	0.0809181 	470.000000	0.0803219 	470.000000	0.0798356 	470.000000	0.0808998 	470.000000	1.82502e-05	
480.000000	0.0799463 	480.000000	0.0801953 	480.000000	0.0796071 	480.000000	0.0791253 	480.000000	0.0801774 	480.000000	1.78987e-05	
490.000000	0.0792303 	490.000000	0.079503  	490.000000	0.0789256 	490.000000	0.0784454 	490.000000	0.0794855 	490.000000	1.75609e-05	
500.000000	0.0785432 	500.000000	0.0788396 	500.000000	0.0782739 	500.000000	0.0777943 	500.000000	0.0788223 	500.000000	1.72362e-05	
520.000000	0.077249  	520.000000	0.0775925 	520.000000	0.0770489 	520.000000	0.0765716 	520.000000	0.0775759 	520.000000	1.66226e-05	
540.000000	0.0760524 	540.000000	0.0764423 	540.000000	0.07592   	540.000000	0.0754453 	540.000000	0.0764263 	540.000000	1.60527e-05	
560.000000	0.0749434 	560.000000	0.0753789 	560.000000	0.0748777 	560.000000	0.0744053 	560.000000	0.0753634 	560.000000	1.55219e-05	
580.000000	0.0739136 	580.000000	0.0743936 	580.000000	0.0739117 	580.000000	0.0734428 	580.000000	0.0743786 	580.000000	1.50263e-05	
600.000000	0.0729553 	600.000000	0.0734788 	600.000000	0.0730133 	600.000000	0.07255   	600.000000	0.0734643 	600.000000	1.45624e-05	
620.000000	0.0720622 	620.000000	0.0726279 	620.000000	0.0721782 	620.000000	0.0717203 	620.000000	0.0726137 	620.000000	1.41272e-05	
640.000000	0.0712283 	640.000000	0.0718349 	640.000000	0.0714033 	640.000000	0.0709478 	640.000000	0.0718212 	640.000000	1.37182e-05	
660.000000	0.0704487 	660.000000	0.0710949 	660.000000	0.0706816 	660.000000	0.0702272 	660.000000	0.0710815 	660.000000	1.3333e-05	
680.000000	0.0697188 	680.000000	0.0704032 	680.000000	0.0700068 	680.000000	0.0695542 	680.000000	0.0703902 	680.000000	1.29696e-05	
700.000000	0.0690345 	700.000000	0.0697558 	700.000000	0.0693758 	700.000000	0.0689244 	700.000000	0.0697432 	700.000000	1.26262e-05	
720.000000	0.0683924 	720.000000	0.0691491 	720.000000	0.068785  	720.000000	0.0683344 	720.000000	0.0691368 	720.000000	1.23011e-05	
740.000000	0.0677892 	740.000000	0.0685799 	740.000000	0.0682336 	740.000000	0.0677854 	740.000000	0.0685679 	740.000000	1.19928e-05	
760.000000	0.067222  	760.000000	0.0680454 	760.000000	0.0677233 	760.000000	0.0672799 	760.000000	0.0680337 	760.000000	1.17002e-05	
780.000000	0.0666881 	780.000000	0.0675428 	780.000000	0.0672431 	780.000000	0.0668044 	780.000000	0.0675314 	780.000000	1.1422e-05	
800.000000	0.0661853 	800.000000	0.06707   	800.000000	0.0667929 	800.000000	0.0663567 	800.000000	0.0670588 	800.000000	1.11572e-05	
820.000000	0.0657114 	820.000000	0.0666247 	820.000000	0.0663702 	820.000000	0.0659348 	820.000000	0.0666138 	820.000000	1.09047e-05	
840.000000	0.0652645 	840.000000	0.066205  	840.000000	0.0659715 	840.000000	0.0655367 	840.000000	0.0661943 	840.000000	1.06639e-05	
860.000000	0.0648427 	860.000000	0.0658092 	860.000000	0.0655947 	860.000000	0.0651609 	860.000000	0.0657988 	860.000000	1.04338e-05	
880.000000	0.0644445 	880.000000	0.0654358 	880.000000	0.0652384 	880.000000	0.0648058 	880.000000	0.0654255 	880.000000	1.02138e-05	
900.000000	0.0640685 	900.000000	0.0650831 	900.000000	0.0649018 	900.000000	0.0644699 	900.000000	0.0650731 	900.000000	1.00031e-05	
920.000000	0.0637132 	920.000000	0.06475   	920.000000	0.0645835 	920.000000	0.0641521 	920.000000	0.0647402 	920.000000	9.80131e-06	
940.000000	0.0633774 	940.000000	0.0644353 	940.000000	0.0642817 	940.000000	0.063851  	940.000000	0.0644256 	940.000000	9.60774e-06	
960.000000	0.0630599 	960.000000	0.0641376 	960.000000	0.0639948 	960.000000	0.0635658 	960.000000	0.0641282 	960.000000	9.42194e-06	
980.000000	0.0627598 	980.000000	0.0638562 	980.000000	0.0637216 	980.000000	0.0632953 	980.000000	0.063847  	980.000000	9.24342e-06	
1000.000000	0.0624761 	1000.000000	0.06359   	1000.000000	0.0634619 	1000.000000	0.0630386 	1000.000000	0.0635809 	1000.000000	9.07178e-06	
1020.000000	0.0622077 	1020.000000	0.0633381 	1020.000000	0.0632156 	1020.000000	0.062795  	1020.000000	0.0633292 	1020.000000	8.90661e-06	
1040.000000	0.061954  	1040.000000	0.0630997 	1040.000000	0.0629824 	1040.000000	0.0625636 	1040.000000	0.0630909 	1040.000000	8.74755e-06	
1060.000000	0.0617142 	1060.000000	0.0628741 	1060.000000	0.0627616 	1060.000000	0.0623438 	1060.000000	0.0628655 	1060.000000	8.59426e-06	
1080.000000	0.0614874 	1080.000000	0.0626606 	1080.000000	0.0625521 	1080.000000	0.0621347 	1080.000000	0.0626521 	1080.000000	8.44644e-06	
1100.000000	0.0612731 	1100.000000	0.0624585 	1100.000000	0.0623531 	1100.000000	0.061936  	1100.000000	0.0624502 	1100.000000	8.30378e-06	
1120.000000	0.0610707 	1120.000000	0.0622672 	1120.000000	0.0621635 	1120.000000	0.0617468 	1120.000000	0.0622591 	1120.000000	8.16603e-06	
1140.000000	0.0608795 	1140.000000	0.0620863 	1140.000000	0.061983  	1140.000000	0.0615669 	1140.000000	0.0620782 	1140.000000	8.03293e-06	
1160.000000	0.060699  	1160.000000	0.0619151 	1160.000000	0.061811  	1160.000000	0.0613955 	1160.000000	0.0619072 	1160.000000	7.90425e-06	
1180.000000	0.0605287 	1180.000000	0.0617531 	1180.000000	0.0616472 	1180.000000	0.0612323 	1180.000000	0.0617453 	1180.000000	7.77976e-06	
1200.000000	0.0603682 	1200.000000	0.0616    	1200.000000	0.0614912 	1200.000000	0.0610769 	1200.000000	0.0615923 	1200.000000	7.65926e-06	
1220.000000	0.0602169 	1220.000000	0.0614552 	1220.000000	0.0613428 	1220.000000	0.0609288 	1220.000000	0.0614477 	1220.000000	7.54257e-06	
1240.000000	0.0600745 	1240.000000	0.0613185 	1240.000000	0.0612014 	1240.000000	0.0607876 	1240.000000	0.0613111 	1240.000000	7.4295e-06	
1260.000000	0.0599406 	1260.000000	0.0611894 	1260.000000	0.0610666 	1260.000000	0.0606531 	1260.000000	0.061182  	1260.000000	7.31988e-06	
1280.000000	0.0598148 	1280.000000	0.0610675 	1280.000000	0.0609379 	1280.000000	0.0605248 	1280.000000	0.0610603 	1280.000000	7.21356e-06	
1300.000000	0.0596968 	1300.000000	0.0609526 	1300.000000	0.0608148 	1300.000000	0.0604025 	1300.000000	0.0609455 	1300.000000	7.11039e-06	
1320.000000	0.0595862 	1320.000000	0.0608443 	1320.000000	0.0606972 	1320.000000	0.0602858 	1320.000000	0.0608373 	1320.000000	7.01023e-06	
1340.000000	0.0594827 	1340.000000	0.0607423 	1340.000000	0.0605846 	1340.000000	0.0601746 	1340.000000	0.0607354 	1340.000000	6.91294e-06	
1360.000000	0.0593861 	1360.000000	0.0606464 	1360.000000	0.0604769 	1360.000000	0.0600684 	1360.000000	0.0606396 	1360.000000	6.81841e-06	
1380.000000	0.059296  	1380.000000	0.0605563 	1380.000000	0.0603742 	1380.000000	0.0599672 	1380.000000	0.0605496 	1380.000000	6.72652e-06	
1400.000000	0.0592123 	1400.000000	0.0604717 	1400.000000	0.0602761 	1400.000000	0.0598706 	1400.000000	0.0604651 	1400.000000	6.63715e-06	
1420.000000	0.0591346 	1420.000000	0.0603925 	1420.000000	0.0601826 	1420.000000	0.0597785 	1420.000000	0.060386  	1420.000000	6.55021e-06	
1440.000000	0.0590628 	1440.000000	0.0603184 	1440.000000	0.0600936 	1440.000000	0.0596907 	1440.000000	0.0603119 	1440.000000	6.46559e-06	
