Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
75.000000	0.36155   	75.000000	0.360107  	75.000000	0.359378  	75.000000	0.358755  	75.000000	0.359939  	75.000000	0.000168096	
80.000000	0.344093  	80.000000	0.342625  	80.000000	0.341958  	80.000000	0.341278  	80.000000	0.342467  	80.000000	0.000158447	
85.000000	0.328553  	85.000000	0.327089  	85.000000	0.32643   	85.000000	0.325742  	85.000000	0.326939  	85.000000	0.000149885	
90.000000	0.314625  	90.000000	0.313188  	90.000000	0.31257   	90.000000	0.311838  	90.000000	0.313045  	90.000000	0.000142233	
95.000000	0.302064  	95.000000	0.300673  	95.000000	0.300051  	95.000000	0.299318  	95.000000	0.300538  	95.000000	0.000135352	
100.000000	0.290675  	100.000000	0.289346  	100.000000	0.288718  	100.000000	0.287984  	100.000000	0.289217  	100.000000	0.00012913	
105.000000	0.280297  	105.000000	0.279044  	105.000000	0.278406  	105.000000	0.277673  	105.000000	0.27892   	105.000000	0.000123474	
110.000000	0.270798  	110.000000	0.269631  	110.000000	0.269012  	110.000000	0.268252  	110.000000	0.269513  	110.000000	0.000118311	
115.000000	0.262069  	115.000000	0.260998  	115.000000	0.260378  	115.000000	0.25961   	115.000000	0.260884  	115.000000	0.000113578	
120.000000	0.254017  	120.000000	0.253049  	120.000000	0.252415  	120.000000	0.251653  	120.000000	0.25294   	120.000000	0.000109223	
125.000000	0.246565  	125.000000	0.245707  	125.000000	0.245063  	125.000000	0.244302  	125.000000	0.245602  	125.000000	0.000105201	
130.000000	0.239646  	130.000000	0.238903  	130.000000	0.238249  	130.000000	0.237491  	130.000000	0.238802  	130.000000	0.000101475	
135.000000	0.233204  	135.000000	0.232581  	135.000000	0.231916  	135.000000	0.231161  	135.000000	0.232483  	135.000000	9.80143e-05	
140.000000	0.227189  	140.000000	0.22669   	140.000000	0.226016  	140.000000	0.225263  	140.000000	0.226595  	140.000000	9.47899e-05	
145.000000	0.22156   	145.000000	0.221187  	145.000000	0.220504  	145.000000	0.219755  	145.000000	0.221095  	145.000000	9.17785e-05	
150.000000	0.21628   	150.000000	0.216036  	150.000000	0.215345  	150.000000	0.214598  	150.000000	0.215947  	150.000000	8.89594e-05	
155.000000	0.210334  	155.000000	0.211203  	155.000000	0.210504  	155.000000	0.20976   	155.000000	0.211116  	155.000000	8.63146e-05	
160.000000	0.20594   	160.000000	0.206659  	160.000000	0.205954  	160.000000	0.205213  	160.000000	0.206575  	160.000000	8.38282e-05	
165.000000	0.201797  	165.000000	0.20238   	165.000000	0.201668  	165.000000	0.200931  	165.000000	0.202298  	165.000000	8.14862e-05	
170.000000	0.197883  	170.000000	0.198342  	170.000000	0.197626  	170.000000	0.196891  	170.000000	0.198263  	170.000000	7.92761e-05	
175.000000	0.194179  	175.000000	0.194526  	175.000000	0.193805  	175.000000	0.193073  	175.000000	0.194449  	175.000000	7.71872e-05	
180.000000	0.19067   	180.000000	0.190914  	180.000000	0.190189  	180.000000	0.18946   	180.000000	0.190839  	180.000000	7.52094e-05	
185.000000	0.187339  	185.000000	0.18749   	185.000000	0.186762  	185.000000	0.186036  	185.000000	0.187417  	185.000000	7.33342e-05	
190.000000	0.184174  	190.000000	0.18424   	190.000000	0.183509  	190.000000	0.182786  	190.000000	0.184169  	190.000000	7.15535e-05	
195.000000	0.181161  	195.000000	0.181151  	195.000000	0.180418  	195.000000	0.179697  	195.000000	0.181081  	195.000000	6.98604e-05	
200.000000	0.178291  	200.000000	0.17821   	200.000000	0.177476  	200.000000	0.176758  	200.000000	0.178142  	200.000000	6.82484e-05	
210.000000	0.172939  	210.000000	0.172735  	210.000000	0.172     	210.000000	0.171288  	210.000000	0.17267   	210.000000	6.52454e-05	
220.000000	0.168048  	220.000000	0.167743  	220.000000	0.167009  	220.000000	0.166302  	220.000000	0.16768   	220.000000	6.25045e-05	
230.000000	0.16356   	230.000000	0.163171  	230.000000	0.162441  	230.000000	0.161739  	230.000000	0.163111  	230.000000	5.99923e-05	
240.000000	0.159426  	240.000000	0.15897   	240.000000	0.158244  	240.000000	0.157548  	240.000000	0.158913  	240.000000	5.76811e-05	
250.000000	0.155607  	250.000000	0.155097  	250.000000	0.15438   	250.000000	0.153685  	250.000000	0.155041  	250.000000	5.55474e-05	
260.000000	0.152068  	260.000000	0.151514  	260.000000	0.150797  	260.000000	0.150115  	260.000000	0.15146   	260.000000	5.35713e-05	
270.000000	0.148779  	270.000000	0.14819   	270.000000	0.147471  	270.000000	0.146805  	270.000000	0.148138  	270.000000	5.17358e-05	
280.000000	0.145713  	280.000000	0.145099  	280.000000	0.144392  	280.000000	0.143729  	280.000000	0.145049  	280.000000	5.00261e-05	
290.000000	0.14285   	290.000000	0.142217  	290.000000	0.141522  	290.000000	0.140862  	290.000000	0.142169  	290.000000	4.84297e-05	
300.000000	0.14017   	300.000000	0.139525  	300.000000	0.138842  	300.000000	0.138186  	300.000000	0.139478  	300.000000	4.69355e-05	
310.000000	0.137656  	310.000000	0.137003  	310.000000	0.136334  	310.000000	0.135681  	310.000000	0.136958  	310.000000	4.55338e-05	
