Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.800000	5.59415   	0.800000	5.59415   	0.800000	5.26809   	0.800000	5.26809   	0.800000	5.5881    	0.800000	0.00604904	
0.900000	5.45993   	0.900000	5.45993   	0.900000	5.10732   	0.900000	5.10732   	0.900000	5.45446   	0.900000	0.00546892	
1.000000	5.32302   	1.000000	5.32302   	1.000000	4.95481   	1.000000	4.95481   	1.000000	5.31803   	1.000000	0.00499609	
1.250000	4.94735   	1.250000	4.94735   	1.250000	4.60079   	1.250000	4.60079   	1.250000	4.94323   	1.250000	0.00412236	
1.500000	4.55468   	1.500000	4.55468   	1.500000	4.27805   	1.500000	4.27805   	1.500000	4.55115   	1.500000	0.00352074	
1.750000	4.22247   	1.750000	4.22247   	1.750000	4.00428   	1.750000	4.00428   	1.750000	4.21939   	1.750000	0.0030797 	
2.000000	3.91016   	2.000000	3.91016   	2.000000	3.76611   	2.000000	3.76611   	2.000000	3.90741   	2.000000	0.00274167	
2.250000	3.64576   	2.250000	3.64576   	2.250000	3.55588   	2.250000	3.55588   	2.250000	3.64329   	2.250000	0.00247384	
2.500000	3.44649   	2.500000	3.42328   	2.500000	3.36851   	2.500000	3.36851   	2.500000	3.42103   	2.500000	0.00225608	
3.000000	3.09606   	3.000000	3.06461   	3.000000	3.04857   	3.000000	3.04857   	3.000000	3.06269   	3.000000	0.00192279	
3.500000	2.81195   	3.500000	2.7825    	3.500000	2.7855    	3.500000	2.7855    	3.500000	2.78082   	3.500000	0.00167907	
4.000000	2.57744   	4.000000	2.55379   	4.000000	2.56555   	4.000000	2.56555   	4.000000	2.5523    	4.000000	0.00149265	
4.500000	2.38075   	4.500000	2.36376   	4.500000	2.37907   	4.500000	2.37907   	4.500000	2.36242   	4.500000	0.0013452 	
5.000000	2.21345   	5.000000	2.20262   	5.000000	2.21901   	5.000000	2.21901   	5.000000	2.20139   	5.000000	0.00122549	
5.500000	2.06942   	5.500000	2.06385   	5.500000	2.08016   	5.500000	2.08016   	5.500000	2.06273   	5.500000	0.00112626	
6.000000	1.9441    	6.000000	1.94291   	6.000000	1.95855   	6.000000	1.95855   	6.000000	1.94187   	6.000000	0.0010426 	
6.500000	1.83405   	6.500000	1.83645   	6.500000	1.85116   	6.500000	1.85116   	6.500000	1.83547   	6.500000	0.000971059	
7.000000	1.73662   	7.000000	1.74193   	7.000000	1.75562   	7.000000	1.75562   	7.000000	1.74102   	7.000000	0.00090914	
7.500000	1.64974   	7.500000	1.6574    	7.500000	1.67004   	7.500000	1.67004   	7.500000	1.65655   	7.500000	0.000854997	
8.000000	1.57177   	8.000000	1.58133   	8.000000	1.59294   	8.000000	1.59294   	8.000000	1.58053   	8.000000	0.000807231	
8.500000	1.50138   	8.500000	1.51248   	8.500000	1.5231    	8.500000	1.5231    	8.500000	1.51172   	8.500000	0.00076476	
9.000000	1.43752   	9.000000	1.44985   	9.000000	1.45952   	9.000000	1.45952   	9.000000	1.44912   	9.000000	0.000726738	
9.500000	1.3793    	9.500000	1.39261   	9.500000	1.40138   	9.500000	1.40138   	9.500000	1.39192   	9.500000	0.000692489	
10.000000	1.326     	10.000000	1.34947   	10.000000	1.34802   	10.000000	1.34802   	10.000000	1.34881   	10.000000	0.000661471	
11.000000	1.23182   	11.000000	1.25581   	11.000000	1.25198   	11.000000	1.25292   	11.000000	1.2552    	11.000000	0.000607428	
12.000000	1.15119   	12.000000	1.1749    	12.000000	1.16941   	12.000000	1.17096   	12.000000	1.17434   	12.000000	0.000561906	
13.000000	1.08133   	13.000000	1.10434   	13.000000	1.09764   	13.000000	1.09958   	13.000000	1.10381   	13.000000	0.000523011	
14.000000	1.0202    	14.000000	1.04226   	14.000000	1.03466   	14.000000	1.03686   	14.000000	1.04177   	14.000000	0.000489374	
15.000000	0.96624   	15.000000	0.987222  	15.000000	0.978937  	15.000000	0.981307  	15.000000	0.986762  	15.000000	0.000459982	
16.000000	0.918231  	16.000000	0.938096  	16.000000	0.92931   	16.000000	0.931756  	16.000000	0.937662  	16.000000	0.000434069	
17.000000	0.875229  	17.000000	0.893976  	17.000000	0.884834  	17.000000	0.887284  	17.000000	0.893565  	17.000000	0.000411042	
18.000000	0.836476  	18.000000	0.854131  	18.000000	0.844708  	18.000000	0.847148  	18.000000	0.85374   	18.000000	0.000390439	
19.000000	0.801362  	19.000000	0.817966  	19.000000	0.808326  	19.000000	0.810747  	19.000000	0.817594  	19.000000	0.00037189	
20.000000	0.769389  	20.000000	0.784991  	20.000000	0.775221  	20.000000	0.777583  	20.000000	0.784636  	20.000000	0.000355098	
21.000000	0.740147  	21.000000	0.7548    	21.000000	0.744974  	21.000000	0.747247  	21.000000	0.75446   	21.000000	0.000339822	
22.000000	0.713294  	22.000000	0.727052  	22.000000	0.717214  	22.000000	0.719395  	22.000000	0.726726  	22.000000	0.000325862	
23.000000	0.688543  	23.000000	0.701459  	23.000000	0.691643  	23.000000	0.693737  	23.000000	0.701146  	23.000000	0.000313052	
24.000000	0.665652  	24.000000	0.677779  	24.000000	0.668015  	24.000000	0.670028  	24.000000	0.677478  	24.000000	0.000301255	
25.000000	0.644416  	25.000000	0.655802  	25.000000	0.646124  	25.000000	0.648057  	25.000000	0.655512  	25.000000	0.000290353	
27.000000	0.606225  	27.000000	0.616268  	27.000000	0.606882  	27.000000	0.608635  	27.000000	0.615997  	27.000000	0.000270849	
29.000000	0.572827  	29.000000	0.581691  	29.000000	0.572765  	29.000000	0.574297  	29.000000	0.581437  	29.000000	0.000253902	
31.000000	0.543359  	31.000000	0.551186  	31.000000	0.543035  	31.000000	0.54429   	31.000000	0.550947  	31.000000	0.000239033	
33.000000	0.517152  	33.000000	0.524066  	33.000000	0.516781  	33.000000	0.517781  	33.000000	0.52384   	33.000000	0.000225878	
35.000000	0.493684  	35.000000	0.499792  	35.000000	0.493269  	35.000000	0.494045  	35.000000	0.499578  	35.000000	0.000214153	
38.000000	0.462728  	38.000000	0.467799  	38.000000	0.462252  	38.000000	0.462744  	38.000000	0.4676    	38.000000	0.000198767	
41.000000	0.435934  	41.000000	0.440136  	41.000000	0.43541   	41.000000	0.435658  	41.000000	0.43995   	41.000000	0.000185526	
44.000000	0.412501  	44.000000	0.415972  	44.000000	0.411872  	44.000000	0.411976  	44.000000	0.415798  	44.000000	0.000174005	
47.000000	0.39182   	47.000000	0.394674  	47.000000	0.391133  	47.000000	0.391083  	47.000000	0.39451   	47.000000	0.000163885	
50.000000	0.373425  	50.000000	0.375756  	50.000000	0.37268   	50.000000	0.372506  	50.000000	0.375601  	50.000000	0.000154921	
55.000000	0.346883  	55.000000	0.348511  	55.000000	0.346015  	55.000000	0.345718  	55.000000	0.348369  	55.000000	0.000142056	
60.000000	0.324432  	60.000000	0.325521  	60.000000	0.323468  	60.000000	0.323078  	60.000000	0.32539   	60.000000	0.000131237	
65.000000	0.305174  	65.000000	0.305851  	65.000000	0.304112  	65.000000	0.303678  	65.000000	0.305729  	65.000000	0.000122008	
70.000000	0.288461  	70.000000	0.288823  	70.000000	0.287375  	70.000000	0.28686   	70.000000	0.288709  	70.000000	0.000114037	
75.000000	0.273809  	75.000000	0.273932  	75.000000	0.272666  	75.000000	0.272134  	75.000000	0.273825  	75.000000	0.000107081	
80.000000	0.260851  	80.000000	0.260796  	80.000000	0.259708  	80.000000	0.259128  	80.000000	0.260695  	80.000000	0.000100956	
85.000000	0.249302  	85.000000	0.249119  	85.000000	0.24814   	85.000000	0.247553  	85.000000	0.249024  	85.000000	9.55186e-05	
90.000000	0.23894   	90.000000	0.238668  	90.000000	0.237808  	90.000000	0.237183  	90.000000	0.238577  	90.000000	9.06584e-05	
95.000000	0.229586  	95.000000	0.229258  	95.000000	0.228463  	95.000000	0.227838  	95.000000	0.229172  	95.000000	8.6287e-05	
100.000000	0.221097  	100.000000	0.220739  	100.000000	0.219997  	100.000000	0.21937   	100.000000	0.220657  	100.000000	8.23332e-05	
105.000000	0.213355  	105.000000	0.212989  	105.000000	0.212286  	105.000000	0.211661  	105.000000	0.212911  	105.000000	7.87392e-05	
110.000000	0.206263  	110.000000	0.205908  	110.000000	0.20526   	110.000000	0.204612  	110.000000	0.205833  	110.000000	7.54575e-05	
115.000000	0.19974   	115.000000	0.199412  	115.000000	0.198796  	115.000000	0.198141  	115.000000	0.199339  	115.000000	7.24484e-05	
120.000000	0.19372   	120.000000	0.19343   	120.000000	0.19283   	120.000000	0.192179  	120.000000	0.193361  	120.000000	6.96791e-05	
125.000000	0.188144  	125.000000	0.187904  	125.000000	0.187318  	125.000000	0.186669  	125.000000	0.187837  	125.000000	6.71215e-05	
130.000000	0.182963  	130.000000	0.182783  	130.000000	0.182207  	130.000000	0.18156   	130.000000	0.182718  	130.000000	6.47519e-05	
135.000000	0.178137  	135.000000	0.178023  	135.000000	0.177454  	135.000000	0.17681   	135.000000	0.177961  	135.000000	6.25502e-05	
140.000000	0.173629  	140.000000	0.173588  	140.000000	0.173024  	140.000000	0.172382  	140.000000	0.173527  	140.000000	6.04989e-05	
145.000000	0.169408  	145.000000	0.169445  	145.000000	0.168884  	145.000000	0.168244  	145.000000	0.169386  	145.000000	5.85829e-05	
150.000000	0.165446  	150.000000	0.165566  	150.000000	0.165006  	150.000000	0.164369  	150.000000	0.165509  	150.000000	5.6789e-05	
155.000000	0.160593  	155.000000	0.161926  	155.000000	0.161367  	155.000000	0.160732  	155.000000	0.161871  	155.000000	5.51058e-05	
160.000000	0.157298  	160.000000	0.158504  	160.000000	0.157945  	160.000000	0.157313  	160.000000	0.158451  	160.000000	5.35232e-05	
165.000000	0.154189  	165.000000	0.155281  	165.000000	0.154721  	165.000000	0.154091  	165.000000	0.155229  	165.000000	5.20324e-05	
170.000000	0.151251  	170.000000	0.15224   	170.000000	0.151679  	170.000000	0.151051  	170.000000	0.152189  	170.000000	5.06255e-05	
175.000000	0.148471  	175.000000	0.149365  	175.000000	0.148802  	175.000000	0.148178  	175.000000	0.149316  	175.000000	4.92955e-05	
180.000000	0.145834  	180.000000	0.146644  	180.000000	0.14608   	180.000000	0.145457  	180.000000	0.146596  	180.000000	4.80362e-05	
185.000000	0.143332  	185.000000	0.144065  	185.000000	0.143498  	185.000000	0.142878  	185.000000	0.144018  	185.000000	4.6842e-05	
190.000000	0.140953  	190.000000	0.141616  	190.000000	0.141047  	190.000000	0.14043   	190.000000	0.14157   	190.000000	4.5708e-05	
195.000000	0.138688  	195.000000	0.139288  	195.000000	0.138718  	195.000000	0.138103  	195.000000	0.139243  	195.000000	4.46296e-05	
200.000000	0.136529  	200.000000	0.137072  	200.000000	0.1365    	200.000000	0.135888  	200.000000	0.137029  	200.000000	4.36029e-05	
210.000000	0.132502  	210.000000	0.132947  	210.000000	0.132372  	210.000000	0.131764  	210.000000	0.132905  	210.000000	4.16899e-05	
220.000000	0.128819  	220.000000	0.129184  	220.000000	0.128607  	220.000000	0.128004  	220.000000	0.129144  	220.000000	3.99435e-05	
230.000000	0.125438  	230.000000	0.125739  	230.000000	0.125161  	230.000000	0.124561  	230.000000	0.1257    	230.000000	3.83427e-05	
240.000000	0.122323  	240.000000	0.122572  	240.000000	0.121993  	240.000000	0.121399  	240.000000	0.122535  	240.000000	3.68697e-05	
250.000000	0.119444  	250.000000	0.119652  	250.000000	0.119076  	250.000000	0.118484  	250.000000	0.119617  	250.000000	3.55097e-05	
260.000000	0.116775  	260.000000	0.116951  	260.000000	0.116371  	260.000000	0.115789  	260.000000	0.116917  	260.000000	3.425e-05 	
270.000000	0.114293  	270.000000	0.114445  	270.000000	0.113859  	270.000000	0.11329   	270.000000	0.114412  	270.000000	3.30798e-05	
280.000000	0.111979  	280.000000	0.112115  	280.000000	0.111533  	280.000000	0.110967  	280.000000	0.112083  	280.000000	3.19896e-05	
290.000000	0.109818  	290.000000	0.109942  	290.000000	0.109367  	290.000000	0.108803  	290.000000	0.109911  	290.000000	3.09716e-05	
300.000000	0.107793  	300.000000	0.107911  	300.000000	0.107342  	300.000000	0.106782  	300.000000	0.107881  	300.000000	3.00187e-05	
310.000000	0.105894  	310.000000	0.10601   	310.000000	0.105448  	310.000000	0.104891  	310.000000	0.105981  	310.000000	2.91247e-05	
320.000000	0.104108  	320.000000	0.104226  	320.000000	0.103672  	320.000000	0.103118  	320.000000	0.104198  	320.000000	2.82843e-05	
330.000000	0.102427  	330.000000	0.102549  	330.000000	0.102003  	330.000000	0.101452  	330.000000	0.102521  	330.000000	2.74927e-05	
340.000000	0.10084   	340.000000	0.10097   	340.000000	0.100434  	340.000000	0.0998848 	340.000000	0.100943  	340.000000	2.67458e-05	
350.000000	0.099341  	350.000000	0.0994801 	350.000000	0.0989553 	350.000000	0.0984078 	350.000000	0.0994541 	350.000000	2.60399e-05	
360.000000	0.0979224 	360.000000	0.098073  	360.000000	0.0975548 	360.000000	0.0970137 	360.000000	0.0980477 	360.000000	2.53716e-05	
370.000000	0.0965781 	370.000000	0.096742  	370.000000	0.0962276 	370.000000	0.0956961 	370.000000	0.0967172 	370.000000	2.47379e-05	
380.000000	0.0953026 	380.000000	0.0954811 	380.000000	0.0949756 	380.000000	0.0944489 	380.000000	0.0954569 	380.000000	2.41362e-05	
390.000000	0.0940908 	390.000000	0.0942851 	390.000000	0.0937927 	390.000000	0.093267  	390.000000	0.0942616 	390.000000	2.35642e-05	
400.000000	0.0929382 	400.000000	0.0931494 	400.000000	0.0926699 	400.000000	0.0921457 	400.000000	0.0931264 	400.000000	2.30196e-05	
410.000000	0.0918407 	410.000000	0.0920696 	410.000000	0.0916024 	410.000000	0.0910805 	410.000000	0.0920471 	410.000000	2.25004e-05	
420.000000	0.0907946 	420.000000	0.0910419 	420.000000	0.0905872 	420.000000	0.0900675 	420.000000	0.0910199 	420.000000	2.20051e-05	
430.000000	0.0897964 	430.000000	0.0900627 	430.000000	0.0896213 	430.000000	0.0891033 	430.000000	0.0900412 	430.000000	2.15318e-05	
440.000000	0.0888432 	440.000000	0.0891288 	440.000000	0.0887018 	440.000000	0.0881845 	440.000000	0.0891078 	440.000000	2.10791e-05	
450.000000	0.087932  	450.000000	0.0882374 	450.000000	0.0878237 	450.000000	0.0873083 	450.000000	0.0882167 	450.000000	2.06458e-05	
460.000000	0.0870602 	460.000000	0.0873856 	460.000000	0.0869822 	460.000000	0.0864718 	460.000000	0.0873654 	460.000000	2.02306e-05	
470.000000	0.0862254 	470.000000	0.0865712 	470.000000	0.0861766 	470.000000	0.0856727 	470.000000	0.0865513 	470.000000	1.98323e-05	
480.000000	0.0854256 	480.000000	0.0857917 	480.000000	0.0854079 	480.000000	0.0849085 	480.000000	0.0857722 	480.000000	1.945e-05 	
490.000000	0.0846586 	490.000000	0.0850451 	490.000000	0.0846749 	490.000000	0.0841773 	490.000000	0.085026  	490.000000	1.90826e-05	
500.000000	0.0839225 	500.000000	0.0843295 	500.000000	0.0839741 	500.000000	0.083477  	500.000000	0.0843107 	500.000000	1.87294e-05	
520.000000	0.0825367 	520.000000	0.0829843 	520.000000	0.0826571 	520.000000	0.0821624 	520.000000	0.0829662 	520.000000	1.8062e-05	
540.000000	0.0812556 	540.000000	0.0817435 	540.000000	0.0814439 	540.000000	0.0809519 	540.000000	0.0817261 	540.000000	1.74422e-05	
560.000000	0.0800687 	560.000000	0.0805962 	560.000000	0.080324  	560.000000	0.0798345 	560.000000	0.0805793 	560.000000	1.68649e-05	
580.000000	0.0789668 	580.000000	0.079533  	580.000000	0.0792866 	580.000000	0.0788006 	580.000000	0.0795167 	580.000000	1.63259e-05	
600.000000	0.0779417 	600.000000	0.0785457 	600.000000	0.0783223 	600.000000	0.0778421 	600.000000	0.0785299 	600.000000	1.58214e-05	
620.000000	0.0769866 	620.000000	0.0776271 	620.000000	0.0774261 	620.000000	0.0769516 	620.000000	0.0776118 	620.000000	1.53482e-05	
640.000000	0.0760952 	640.000000	0.076771  	640.000000	0.0765949 	640.000000	0.0761228 	640.000000	0.0767561 	640.000000	1.49035e-05	
660.000000	0.0752619 	660.000000	0.0759719 	660.000000	0.075821  	660.000000	0.0753502 	660.000000	0.0759574 	660.000000	1.44846e-05	
680.000000	0.074482  	680.000000	0.0752248 	680.000000	0.0750978 	680.000000	0.0746287 	680.000000	0.0752107 	680.000000	1.40895e-05	
700.000000	0.0737512 	700.000000	0.0745254 	700.000000	0.0744218 	700.000000	0.0739541 	700.000000	0.0745117 	700.000000	1.3716e-05	
720.000000	0.0730655 	720.000000	0.0738699 	720.000000	0.0737892 	720.000000	0.0733223 	720.000000	0.0738565 	720.000000	1.33625e-05	
740.000000	0.0724216 	740.000000	0.0732547 	740.000000	0.0731944 	740.000000	0.0727299 	740.000000	0.0732416 	740.000000	1.30274e-05	
760.000000	0.0718163 	760.000000	0.0726767 	760.000000	0.0726333 	760.000000	0.0721738 	760.000000	0.072664  	760.000000	1.27092e-05	
780.000000	0.0712468 	780.000000	0.0721332 	780.000000	0.0721058 	780.000000	0.0716512 	780.000000	0.0721208 	780.000000	1.24068e-05	
800.000000	0.0707107 	800.000000	0.0716217 	800.000000	0.0716115 	800.000000	0.0711594 	800.000000	0.0716096 	800.000000	1.21188e-05	
820.000000	0.0702055 	820.000000	0.0711398 	820.000000	0.0711486 	820.000000	0.0706973 	820.000000	0.071128  	820.000000	1.18444e-05	
840.000000	0.0697292 	840.000000	0.0706856 	840.000000	0.0707172 	840.000000	0.0702666 	840.000000	0.070674  	840.000000	1.15826e-05	
860.000000	0.0692799 	860.000000	0.070257  	860.000000	0.0703098 	860.000000	0.0698603 	860.000000	0.0702456 	860.000000	1.13325e-05	
880.000000	0.0688559 	880.000000	0.0698524 	880.000000	0.069925  	880.000000	0.0694766 	880.000000	0.0698413 	880.000000	1.10933e-05	
900.000000	0.0684556 	900.000000	0.0694703 	900.000000	0.0695617 	900.000000	0.0691141 	900.000000	0.0694594 	900.000000	1.08643e-05	
920.000000	0.0680776 	920.000000	0.0691091 	920.000000	0.0692184 	920.000000	0.0687713 	920.000000	0.0690985 	920.000000	1.06449e-05	
940.000000	0.0677205 	940.000000	0.0687677 	940.000000	0.0688933 	940.000000	0.068447  	940.000000	0.0687573 	940.000000	1.04345e-05	
960.000000	0.067383  	960.000000	0.0684448 	960.000000	0.0685845 	960.000000	0.0681399 	960.000000	0.0684345 	960.000000	1.02325e-05	
980.000000	0.0670641 	980.000000	0.0681392 	980.000000	0.0682908 	980.000000	0.067849  	980.000000	0.0681292 	980.000000	1.00385e-05	
1000.000000	0.0667628 	1000.000000	0.06785   	1000.000000	0.0680119 	1000.000000	0.0675733 	1000.000000	0.0678402 	1000.000000	9.85194e-06	
1020.000000	0.0664779 	1020.000000	0.0675762 	1020.000000	0.0677477 	1020.000000	0.0673119 	1020.000000	0.0675666 	1020.000000	9.67241e-06	
1040.000000	0.0662088 	1040.000000	0.067317  	1040.000000	0.0674978 	1040.000000	0.0670638 	1040.000000	0.0673075 	1040.000000	9.49953e-06	
1060.000000	0.0659544 	1060.000000	0.0670716 	1060.000000	0.0672614 	1060.000000	0.0668284 	1060.000000	0.0670622 	1060.000000	9.33292e-06	
1080.000000	0.0657141 	1080.000000	0.0668391 	1080.000000	0.0670373 	1080.000000	0.0666048 	1080.000000	0.0668299 	1080.000000	9.17226e-06	
1100.000000	0.0654872 	1100.000000	0.0666189 	1100.000000	0.0668247 	1100.000000	0.0663924 	1100.000000	0.0666099 	1100.000000	9.01722e-06	
1120.000000	0.0652729 	1120.000000	0.0664104 	1120.000000	0.0666224 	1120.000000	0.0661906 	1120.000000	0.0664015 	1120.000000	8.8675e-06	
1140.000000	0.0650707 	1140.000000	0.0662129 	1140.000000	0.06643   	1140.000000	0.0659988 	1140.000000	0.0662042 	1140.000000	8.72285e-06	
1160.000000	0.0648799 	1160.000000	0.066026  	1160.000000	0.066247  	1160.000000	0.0658164 	1160.000000	0.0660174 	1160.000000	8.58299e-06	
1180.000000	0.0647001 	1180.000000	0.065849  	1180.000000	0.0660729 	1180.000000	0.065643  	1180.000000	0.0658405 	1180.000000	8.4477e-06	
1200.000000	0.0645307 	1200.000000	0.0656815 	1200.000000	0.0659074 	1200.000000	0.065478  	1200.000000	0.0656731 	1200.000000	8.31675e-06	
1220.000000	0.0643712 	1220.000000	0.065523  	1220.000000	0.0657501 	1220.000000	0.065321  	1220.000000	0.0655148 	1220.000000	8.18994e-06	
1240.000000	0.0642212 	1240.000000	0.0653731 	1240.000000	0.0656005 	1240.000000	0.0651717 	1240.000000	0.065365  	1240.000000	8.06706e-06	
1260.000000	0.0640803 	1260.000000	0.0652314 	1260.000000	0.065458  	1260.000000	0.0650295 	1260.000000	0.0652234 	1260.000000	7.94794e-06	
1280.000000	0.063948  	1280.000000	0.0650975 	1280.000000	0.0653223 	1280.000000	0.0648942 	1280.000000	0.0650897 	1280.000000	7.8324e-06	
1300.000000	0.0638241 	1300.000000	0.0649711 	1300.000000	0.0651928 	1300.000000	0.0647654 	1300.000000	0.0649634 	1300.000000	7.72028e-06	
1320.000000	0.0637081 	1320.000000	0.0648518 	1320.000000	0.0650691 	1320.000000	0.0646428 	1320.000000	0.0648442 	1320.000000	7.61144e-06	
1340.000000	0.0635998 	1340.000000	0.0647393 	1340.000000	0.064951  	1340.000000	0.0645261 	1340.000000	0.0647318 	1340.000000	7.50573e-06	
1360.000000	0.0634988 	1360.000000	0.0646334 	1360.000000	0.0648384 	1360.000000	0.064415  	1360.000000	0.064626  	1360.000000	7.403e-06 	
1380.000000	0.0634048 	1380.000000	0.0645337 	1380.000000	0.064731  	1380.000000	0.0643093 	1380.000000	0.0645264 	1380.000000	7.30315e-06	
1400.000000	0.0633175 	1400.000000	0.0644399 	1400.000000	0.0646288 	1400.000000	0.0642086 	1400.000000	0.0644327 	1400.000000	7.20605e-06	
1420.000000	0.0632367 	1420.000000	0.0643519 	1420.000000	0.0645316 	1420.000000	0.0641128 	1420.000000	0.0643448 	1420.000000	7.11157e-06	
1440.000000	0.0631622 	1440.000000	0.0642694 	1440.000000	0.0644393 	1440.000000	0.0640217 	1440.000000	0.0642624 	1440.000000	7.01963e-06	
1460.000000	0.0630936 	1460.000000	0.0641922 	1460.000000	0.0643517 	1460.000000	0.0639349 	1460.000000	0.0641852 	1460.000000	6.93011e-06	
1480.000000	0.0630309 	1480.000000	0.06412   	1480.000000	0.0642685 	1480.000000	0.0638524 	1480.000000	0.0641131 	1480.000000	6.84292e-06	
1500.000000	0.0629736 	1500.000000	0.0640526 	1500.000000	0.0641896 	1500.000000	0.0637739 	1500.000000	0.0640459 	1500.000000	6.75797e-06	
