Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
20.000000	0.728873  	20.000000	0.747434  	20.000000	0.738424  	20.000000	0.740782  	20.000000	0.747088  	20.000000	0.000345976	
21.000000	0.701503  	21.000000	0.719113  	21.000000	0.709571  	21.000000	0.711841  	21.000000	0.718782  	21.000000	0.000331128	
22.000000	0.676351  	22.000000	0.693051  	22.000000	0.682979  	22.000000	0.685157  	22.000000	0.692734  	22.000000	0.000317559	
23.000000	0.653154  	23.000000	0.668988  	23.000000	0.658381  	23.000000	0.660472  	23.000000	0.668683  	23.000000	0.000305106	
24.000000	0.631687  	24.000000	0.6467    	24.000000	0.635555  	24.000000	0.637565  	24.000000	0.646407  	24.000000	0.000293635	
25.000000	0.61176   	25.000000	0.625997  	25.000000	0.614318  	25.000000	0.616249  	25.000000	0.625714  	25.000000	0.000283034	
27.000000	0.575896  	27.000000	0.588707  	27.000000	0.576012  	27.000000	0.577762  	27.000000	0.588442  	27.000000	0.000264066	
29.000000	0.544503  	29.000000	0.556046  	29.000000	0.542427  	29.000000	0.543957  	29.000000	0.555798  	29.000000	0.00024758	
31.000000	0.51678   	31.000000	0.527195  	31.000000	0.513773  	31.000000	0.515026  	31.000000	0.526962  	31.000000	0.000233115	
33.000000	0.492106  	33.000000	0.501518  	33.000000	0.489212  	33.000000	0.49021   	33.000000	0.501297  	33.000000	0.000220314	
35.000000	0.469994  	35.000000	0.478513  	35.000000	0.467199  	35.000000	0.467974  	35.000000	0.478304  	35.000000	0.000208902	
38.000000	0.440805  	38.000000	0.448161  	38.000000	0.438133  	38.000000	0.438625  	38.000000	0.447967  	38.000000	0.000193926	
