Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
210.000000	0.00353714	210.000000	0.00369302	210.000000	0.00366225	210.000000	0.00365912	210.000000	0.00369181	210.000000	1.20903e-06	
220.000000	0.00343736	220.000000	0.0035885 	220.000000	0.00355788	220.000000	0.00355476	220.000000	0.00358734	220.000000	1.15821e-06	
230.000000	0.00334581	230.000000	0.00349279	230.000000	0.00346222	230.000000	0.00345922	230.000000	0.00349168	230.000000	1.11162e-06	
240.000000	0.00326149	240.000000	0.00340483	240.000000	0.00337436	240.000000	0.00337144	240.000000	0.00340376	240.000000	1.06877e-06	
250.000000	0.00318358	250.000000	0.00332371	250.000000	0.00329336	250.000000	0.00329053	250.000000	0.00332268	250.000000	1.02921e-06	
260.000000	0.00311138	260.000000	0.00324868	260.000000	0.00321847	260.000000	0.00321572	260.000000	0.00324768	260.000000	9.92568e-07	
270.000000	0.00304427	270.000000	0.00317907	270.000000	0.00314905	270.000000	0.00314635	270.000000	0.00317812	270.000000	9.58535e-07	
280.000000	0.00298174	280.000000	0.00311434	280.000000	0.00308451	280.000000	0.00308188	280.000000	0.00311341	280.000000	9.26838e-07	
290.000000	0.00292333	290.000000	0.00305398	290.000000	0.00302433	290.000000	0.0030218 	290.000000	0.00305308	290.000000	8.97241e-07	
300.000000	0.00286866	300.000000	0.00299758	300.000000	0.00296835	300.000000	0.0029657 	300.000000	0.00299671	300.000000	8.6954e-07	
310.000000	0.00281737	310.000000	0.00294476	310.000000	0.00291602	310.000000	0.00291319	310.000000	0.00294391	310.000000	8.43555e-07	
320.000000	0.00276916	320.000000	0.0028952 	320.000000	0.00286673	320.000000	0.00286396	320.000000	0.00289438	320.000000	8.19132e-07	
330.000000	0.00272377	330.000000	0.00284861	330.000000	0.00282041	330.000000	0.00281772	330.000000	0.00284782	330.000000	7.9613e-07	
340.000000	0.00268096	340.000000	0.00280474	340.000000	0.00277686	340.000000	0.00277421	340.000000	0.00280397	340.000000	7.74429e-07	
350.000000	0.00264051	350.000000	0.00276337	350.000000	0.0027358 	350.000000	0.0027332 	350.000000	0.00276261	350.000000	7.5392e-07	
360.000000	0.00260225	360.000000	0.00272428	360.000000	0.00269705	360.000000	0.0026945 	360.000000	0.00272355	360.000000	7.34506e-07	
370.000000	0.002566  	370.000000	0.00268731	370.000000	0.00266043	370.000000	0.00265791	370.000000	0.00268659	370.000000	7.161e-07 	
380.000000	0.00253161	380.000000	0.00265228	380.000000	0.00262576	380.000000	0.00262329	380.000000	0.00265158	380.000000	6.98626e-07	
390.000000	0.00249895	390.000000	0.00261906	390.000000	0.00259291	390.000000	0.00259047	390.000000	0.00261838	390.000000	6.82013e-07	
400.000000	0.00246788	400.000000	0.00258751	400.000000	0.00256174	400.000000	0.00255934	400.000000	0.00258684	400.000000	6.66198e-07	
410.000000	0.00243831	410.000000	0.00255752	410.000000	0.00253213	410.000000	0.00252976	410.000000	0.00255686	410.000000	6.51126e-07	
420.000000	0.00241012	420.000000	0.00252897	420.000000	0.00250398	420.000000	0.00250164	420.000000	0.00252833	420.000000	6.36743e-07	
430.000000	0.00238323	430.000000	0.00250177	430.000000	0.00247717	430.000000	0.00247486	430.000000	0.00250114	430.000000	6.23003e-07	
440.000000	0.00235756	440.000000	0.00247583	440.000000	0.0024516 	440.000000	0.00244935	440.000000	0.00247522	440.000000	6.09865e-07	
450.000000	0.00233302	450.000000	0.00245106	450.000000	0.00242725	450.000000	0.00242502	450.000000	0.00245047	450.000000	5.97287e-07	
460.000000	0.00230954	460.000000	0.0024274 	460.000000	0.00240409	460.000000	0.0024018 	460.000000	0.00242682	460.000000	5.85236e-07	
470.000000	0.00228707	470.000000	0.00240478	470.000000	0.00238201	470.000000	0.00237961	470.000000	0.0024042 	470.000000	5.73677e-07	
480.000000	0.00226553	480.000000	0.00238312	480.000000	0.00236085	480.000000	0.00235839	480.000000	0.00238256	480.000000	5.62582e-07	
490.000000	0.00224489	490.000000	0.00236238	490.000000	0.00234053	490.000000	0.00233808	490.000000	0.00236183	490.000000	5.51923e-07	
500.000000	0.00222507	500.000000	0.00234251	500.000000	0.00232103	500.000000	0.00231864	500.000000	0.00234197	500.000000	5.41673e-07	
520.000000	0.00218778	520.000000	0.00230514	520.000000	0.00228448	520.000000	0.00228213	520.000000	0.00230462	520.000000	5.22312e-07	
540.000000	0.00215331	540.000000	0.00227067	540.000000	0.00225082	540.000000	0.00224852	540.000000	0.00227017	540.000000	5.04332e-07	
560.000000	0.00212137	560.000000	0.0022388 	560.000000	0.00221975	560.000000	0.00221749	560.000000	0.00223831	560.000000	4.87588e-07	
580.000000	0.00209173	580.000000	0.00220927	580.000000	0.00219101	580.000000	0.00218878	580.000000	0.0022088 	580.000000	4.71956e-07	
600.000000	0.00206416	600.000000	0.00218184	600.000000	0.00216435	600.000000	0.00216216	600.000000	0.00218138	600.000000	4.57328e-07	
620.000000	0.00203847	620.000000	0.00215633	620.000000	0.00213959	620.000000	0.00213744	620.000000	0.00215588	620.000000	4.43608e-07	
640.000000	0.00201449	640.000000	0.00213255	640.000000	0.00211655	640.000000	0.00211442	640.000000	0.00213211	640.000000	4.30714e-07	
660.000000	0.00199208	660.000000	0.00211035	660.000000	0.00209506	660.000000	0.00209296	660.000000	0.00210993	660.000000	4.18572e-07	
680.000000	0.00197111	680.000000	0.00208959	680.000000	0.00207498	680.000000	0.00207293	680.000000	0.00208919	680.000000	4.07119e-07	
700.000000	0.00195146	700.000000	0.00207017	700.000000	0.00205626	700.000000	0.00205419	700.000000	0.00206977	700.000000	3.96295e-07	
720.000000	0.00193302	720.000000	0.00205196	720.000000	0.00203881	720.000000	0.00203665	720.000000	0.00205157	720.000000	3.86051e-07	
740.000000	0.0019157 	740.000000	0.00203487	740.000000	0.00202243	740.000000	0.0020202 	740.000000	0.00203449	740.000000	3.7634e-07	
760.000000	0.00189942	760.000000	0.00201881	760.000000	0.00200698	760.000000	0.00200476	760.000000	0.00201844	760.000000	3.67122e-07	
780.000000	0.0018841 	780.000000	0.00200372	780.000000	0.00199243	780.000000	0.00199024	780.000000	0.00200336	780.000000	3.58359e-07	
800.000000	0.00186968	800.000000	0.00198951	800.000000	0.00197874	800.000000	0.00197659	800.000000	0.00198916	800.000000	3.50018e-07	
820.000000	0.00185609	820.000000	0.00197612	820.000000	0.00196589	820.000000	0.00196375	820.000000	0.00197578	820.000000	3.42069e-07	
840.000000	0.00184327	840.000000	0.0019635 	840.000000	0.00195391	840.000000	0.00195179	840.000000	0.00196317	840.000000	3.34484e-07	
860.000000	0.00183118	860.000000	0.0019516 	860.000000	0.00194261	860.000000	0.00194051	860.000000	0.00195127	860.000000	3.2724e-07	
880.000000	0.00181977	880.000000	0.00194036	880.000000	0.00193194	880.000000	0.00192985	880.000000	0.00194004	880.000000	3.20313e-07	
900.000000	0.001809  	900.000000	0.00192974	900.000000	0.00192185	900.000000	0.00191979	900.000000	0.00192943	900.000000	3.13682e-07	
920.000000	0.00179882	920.000000	0.00191971	920.000000	0.00191232	920.000000	0.00191027	920.000000	0.0019194 	920.000000	3.0733e-07	
940.000000	0.0017892 	940.000000	0.00191023	940.000000	0.0019033 	940.000000	0.00190126	940.000000	0.00190992	940.000000	3.01237e-07	
960.000000	0.00178011	960.000000	0.00190125	960.000000	0.00189476	960.000000	0.00189273	960.000000	0.00190096	960.000000	2.9539e-07	
980.000000	0.00177152	980.000000	0.00189277	980.000000	0.00188666	980.000000	0.00188465	980.000000	0.00189248	980.000000	2.89772e-07	
1000.000000	0.00176339	1000.000000	0.00188473	1000.000000	0.00187899	1000.000000	0.001877  	1000.000000	0.00188445	1000.000000	2.84371e-07	
1020.000000	0.00175571	1020.000000	0.00187713	1020.000000	0.00187172	1020.000000	0.00186974	1020.000000	0.00187685	1020.000000	2.79175e-07	
1040.000000	0.00174845	1040.000000	0.00186993	1040.000000	0.00186482	1040.000000	0.00186285	1040.000000	0.00186965	1040.000000	2.7417e-07	
